Flower_Name,Color,Average_Height_cm,Scent,Bloom_Season,Petal_Shape
Lotus,Pink,83.00644957913283,Strong,Winter,Round
Marigold,Yellow,,Mild,Fall,Star-shaped
Tulip,Red,40.9175647725475,Mild,,Elongated
Lavender,Purple,40.37430391437191,Mild,Summer,Elongated
Tulip,Yellow,46.2619059063049,Strong,Winter,Elongated
Sunflower,Yellow,150.9880521738164,Strong,Summer,Round
Marigold,Orange,46.51205502249983,Strong,Summer,Star-shaped
Tulip,Red,44.27075147177928,None,Summer,Elongated
Daisy,White,23.803817437230883,None,Fall,Round
Daisy,White,21.052661917068505,None,Summer,Round
Daisy,White,23.259170445474275,Mild,Summer,Round
Tulip,,46.84485423266887,None,,Elongated
Rose,Pink,63.08448723088864,Strong,Fall,Oval
Tulip,Red,48.062498241189644,,Summer,Elongated
Sunflower,Yellow,153.41661741228367,Strong,Summer,Round
Tulip,Red,44.388793960462905,Mild,Fall,Elongated
Lavender,,35.107153197972735,Strong,Summer,Elongated
Lotus,Pink,81.85363018457471,Mild,Fall,Round
Lotus,White,77.93290319772755,,Fall,Round
Rose,Pink,61.207893404754884,Strong,Spring,Oval
Rose,Red,64.6110945100418,Mild,Summer,Oval
Rose,Pink,57.74987203478456,Strong,Fall,Oval
,Red,62.91566605470394,Strong,Winter,Oval
Marigold,Yellow,47.59412594927908,Mild,Winter,Star-shaped
Marigold,,51.4353104371406,None,Fall,
Lotus,White,83.12216215535602,None,Fall,Round
Lavender,Purple,35.49056059858913,Mild,Spring,Elongated
Marigold,Yellow,51.217930061602644,Mild,Fall,Star-shaped
Marigold,Orange,53.44387303781477,Mild,Winter,Star-shaped
Daisy,Yellow,23.78865261087837,Mild,Spring,Round
,Purple,43.80651256490503,Mild,Fall,Elongated
Rose,Pink,56.76878174978157,None,Spring,
Lavender,Purple,38.04815353549395,Strong,Winter,Elongated
Tulip,Red,49.89497196730924,None,,Elongated
Marigold,Yellow,45.407761763697664,None,Spring,Star-shaped
Rose,Red,60.475300483635266,Strong,Spring,Oval
Daisy,,22.79179574060634,Strong,,Round
Rose,Red,55.47666650134897,None,Winter,Oval
Lotus,Pink,79.53502815398397,,Winter,Round
Rose,Pink,61.962922096238366,Strong,Spring,
Sunflower,Yellow,149.9084644646353,Strong,Winter,Round
Orchid,Purple,28.75008047686211,Mild,Summer,Oval
Sunflower,Yellow,151.14524944741072,Mild,Spring,Round
Tulip,Yellow,45.27245367809798,Strong,Winter,Elongated
Marigold,Orange,46.90796109260206,Mild,Fall,Star-shaped
Lotus,White,78.03262388195337,Mild,Fall,Round
Daisy,White,27.772717093470277,None,Spring,Round
Rose,Red,64.2868839651585,Mild,Spring,Oval
Lotus,Pink,76.96724383028668,Mild,Summer,Round
Lavender,Purple,44.015882337946174,,Winter,Elongated
,Yellow,148.85626174032416,Mild,Winter,Round
Orchid,White,30.62137340909645,Mild,Spring,Oval
Marigold,Orange,53.18802276502838,Strong,Spring,Star-shaped
Rose,Red,55.8320304600511,None,Fall,Oval
Rose,Pink,64.97397496184182,Mild,Winter,Oval
,Purple,40.26703182784759,Mild,Summer,Elongated
Lavender,Purple,43.04212340328652,Mild,Spring,Elongated
Daisy,White,21.680258558955877,Mild,Fall,Round
Orchid,Purple,25.717426249365943,Mild,Spring,
Lavender,Purple,37.16712741697232,Strong,Fall,Elongated
Lotus,White,79.3419526419908,Mild,,Round
Sunflower,Yellow,149.64763491559174,Mild,Summer,Round
Marigold,Orange,,Strong,Fall,
Sunflower,Yellow,151.73863735442478,Strong,Winter,Round
Sunflower,Yellow,,,Summer,
Tulip,Purple,43.79957784077449,Mild,Winter,Elongated
Tulip,Yellow,46.04692887690324,None,Winter,Elongated
Tulip,Red,44.18879101341187,Strong,Summer,Elongated
Marigold,Orange,52.765566456524446,None,Spring,Star-shaped
Lavender,Purple,36.84262599617857,Strong,Fall,Elongated
Marigold,,52.21354984928007,None,Winter,Star-shaped
Lotus,White,80.8793945828312,Mild,Winter,Round
Marigold,Orange,,Mild,Spring,Star-shaped
Rose,Pink,58.96203962275594,None,Winter,Oval
Sunflower,Yellow,151.50491631737438,Strong,Fall,Round
Orchid,White,29.93696067788683,Strong,Winter,Oval
Tulip,Purple,49.404139960592076,None,Fall,Elongated
,Purple,43.98497726966981,Strong,Summer,Elongated
Orchid,Purple,34.5006727889701,,Spring,Oval
Rose,Red,56.43295619690629,Strong,Summer,Oval
Tulip,Red,47.113576787390585,Strong,,Elongated
Rose,White,60.158017601866625,,Winter,Oval
Tulip,Red,46.84124506344919,Strong,Winter,Elongated
Daisy,White,23.558980011066804,None,Spring,Round
Rose,Red,55.58402371948884,None,Summer,Oval
,Red,43.51253901002474,Strong,Spring,Elongated
Tulip,Yellow,41.83191504085177,None,Spring,Elongated
Orchid,Purple,30.843333844621483,None,Summer,Oval
Orchid,Purple,34.26567573535007,Strong,,Oval
Rose,Pink,55.507223589062676,Mild,Summer,Oval
Lavender,Purple,35.12728049541786,None,Spring,Elongated
Daisy,White,22.970559189523804,None,Spring,Round
Sunflower,,154.78696715825293,Strong,Summer,Round
Lotus,Pink,76.96491845674336,Mild,Winter,
Orchid,Purple,31.246554570135913,Strong,,Oval
Lotus,White,79.34782356614805,Strong,Spring,Round
Tulip,Yellow,47.99329173192963,None,Winter,Elongated
Lavender,Purple,38.27278188941615,Strong,Fall,Elongated
Daisy,Yellow,22.037413984560672,None,Spring,Round
Lotus,Pink,80.4964474468114,Strong,,Round
,White,23.085621687839964,Mild,Spring,Round
Rose,White,63.445973587550796,Strong,Winter,Oval
,Yellow,44.94362548781359,Strong,,Elongated
Daisy,White,26.038535083067714,None,Spring,Round
Tulip,Red,45.35066719093439,Strong,Spring,Elongated
Tulip,Red,45.69935383960038,Strong,Winter,
Sunflower,Yellow,,Mild,Fall,Round
Rose,White,58.25883603785974,Mild,Winter,Oval
Orchid,White,29.099511579737875,Mild,Winter,Oval
Rose,,59.07286444972975,Mild,Winter,Oval
Rose,Red,61.43049699881657,,Fall,Oval
Lotus,Pink,80.85377354472463,None,Winter,Round
Lotus,Pink,75.03479365404901,,Fall,Round
Sunflower,Yellow,,Strong,Winter,Round
Tulip,Yellow,48.83263415727628,None,Spring,Elongated
Lavender,Purple,38.22209585430915,None,Summer,Elongated
Orchid,Purple,28.616879390298262,Strong,Spring,
Orchid,White,32.81455928391089,,Spring,Oval
Daisy,Yellow,,Mild,Winter,Round
Lotus,White,76.55454699373287,Mild,Spring,Round
Orchid,White,29.94614279213154,,Summer,Oval
Rose,Pink,61.25815258856725,None,Spring,Oval
Lotus,,75.92484754629145,Mild,Winter,Round
Marigold,Yellow,53.765840000614205,Mild,Summer,Star-shaped
Lotus,White,78.81815376738174,Mild,Summer,Round
Lotus,White,80.05949739508078,Mild,Spring,Round
Lavender,Purple,38.17871640460535,Strong,Spring,Elongated
Sunflower,Yellow,146.89350751969965,Strong,Spring,Round
Lavender,Purple,36.038430072853124,Strong,Spring,Elongated
Daisy,Yellow,,Mild,Winter,Round
Lavender,Purple,43.48035934581944,Strong,Winter,Elongated
Marigold,Yellow,46.21048849484416,Strong,Winter,Star-shaped
Sunflower,Yellow,145.18969302424492,Mild,Spring,
Lotus,White,81.88192424190014,Strong,Spring,Round
Orchid,Purple,33.94676911246675,Mild,Spring,Oval
Rose,Red,55.77089336903716,None,Spring,Oval
Lavender,Purple,,Strong,,Elongated
Daisy,Yellow,24.749189293630582,None,Winter,Round
,White,25.347333695040003,Strong,Summer,Round
Lotus,White,84.29710609995836,None,Spring,Round
Lavender,Purple,42.26711612296414,Mild,Spring,Elongated
Marigold,Yellow,51.63507380003877,Strong,Spring,Star-shaped
Orchid,Purple,32.61185561101969,,Fall,Oval
Marigold,Orange,51.64577205667562,Mild,Winter,Star-shaped
Orchid,White,29.379300755713995,Strong,Spring,Oval
Marigold,Orange,52.92535168743771,Mild,Fall,Star-shaped
Daisy,Yellow,27.11356183464484,Strong,Spring,Round
,White,29.448975350498735,None,Fall,Oval
Lotus,Pink,80.98305509471321,None,Fall,Round
Tulip,Yellow,48.727604364597504,,Summer,Elongated
Daisy,White,27.821876071234996,Strong,Fall,Round
Orchid,White,25.787919828638366,,Fall,Oval
Orchid,,28.848236554899245,Mild,,Oval
Rose,White,58.296154300359525,Strong,Fall,Oval
Lotus,White,82.41474450830668,None,Fall,Round
,Purple,28.445799948821612,Strong,Fall,Oval
Lavender,Purple,43.91429138021806,Strong,Summer,Elongated
Lavender,Purple,38.406799369340824,Mild,Fall,Elongated
Marigold,Orange,,Mild,Winter,Star-shaped
Tulip,Purple,40.77160781550856,Mild,Spring,Elongated
Marigold,Orange,54.72387340553213,None,Spring,
Orchid,,30.68167928512816,Mild,Summer,Oval
Daisy,White,22.32521664984072,None,Winter,Round
,Pink,58.4064896971913,None,Fall,Oval
Lotus,White,84.79002163973392,None,Fall,Round
Daisy,Yellow,27.509847993229585,Mild,Winter,Round
Daisy,Yellow,24.152645416064786,None,Summer,Round
Daisy,White,20.75140083253967,None,Winter,Round
Rose,Pink,61.7408316165982,Mild,Winter,Oval
Sunflower,Yellow,151.72267280996644,Strong,Summer,Round
Sunflower,Yellow,154.5838350755823,None,Spring,Round
Rose,Pink,57.78730442478047,Strong,Fall,Oval
Marigold,Yellow,48.36709742746583,None,Summer,Star-shaped
Rose,Red,,Strong,Fall,Oval
Tulip,Purple,43.003624146922235,Mild,Winter,Elongated
Tulip,Purple,44.53051907742801,None,Winter,Elongated
Sunflower,Yellow,148.3722688608153,Mild,Fall,Round
Orchid,Purple,27.752547960683334,None,Summer,Oval
Lavender,Purple,42.83972692806398,Mild,Spring,Elongated
Lotus,Pink,81.59010941018339,Mild,,Round
Lotus,White,80.25934667798525,Strong,Fall,Round
Rose,Red,55.91011738442427,Mild,Summer,Oval
Marigold,Orange,51.951989110540445,Strong,Fall,Star-shaped
Daisy,Yellow,20.265011213987272,None,Winter,Round
Daisy,White,22.396631913535654,Strong,Winter,Round
Lotus,Pink,84.57586942315251,Strong,Spring,Round
Lavender,Purple,37.04631476430562,Strong,Spring,Elongated
Orchid,White,26.084097936950844,None,Spring,Oval
Sunflower,Yellow,148.98356180085733,Strong,,Round
Lotus,Pink,79.37549954778362,None,Winter,Round
,Yellow,151.28424198264776,Strong,Winter,Round
Lavender,Purple,39.46893350739866,Strong,Fall,Elongated
Orchid,Purple,34.2569207628191,Mild,Winter,Oval
Rose,Pink,58.14091206916428,Strong,Summer,Oval
Marigold,Orange,46.01893984402824,None,Winter,Star-shaped
Rose,White,56.987611660515626,None,Summer,Oval
Daisy,Yellow,23.83735285170652,,Spring,Round
Orchid,Purple,,Mild,Spring,Oval
Rose,Pink,61.67017746145587,Strong,Fall,Oval
Marigold,Orange,46.53891613121277,Mild,Fall,Star-shaped
Lotus,Pink,76.2041761427019,Strong,Spring,Round
Orchid,White,25.18698314500822,None,Fall,
Marigold,Orange,49.66755684858332,Mild,Summer,
,Orange,50.927832591013114,Strong,Spring,Star-shaped
Lavender,Purple,37.02048346182829,Strong,Spring,Elongated
Lavender,Purple,35.66129598640573,Strong,Fall,Elongated
Lavender,Purple,39.870986451352394,Mild,Winter,
Daisy,Yellow,21.416711211896853,None,Spring,Round
Sunflower,,145.31617704377052,None,Fall,Round
,Yellow,152.95540054500304,Mild,Spring,Round
Tulip,Yellow,46.782712850397886,Strong,Fall,Elongated
Lavender,Purple,40.80239265489072,,Winter,Elongated
Orchid,White,32.72366522434841,None,Winter,Oval
Marigold,Orange,46.30854361224698,Strong,Spring,Star-shaped
Tulip,Yellow,47.89383929101176,None,Winter,Elongated
Sunflower,Yellow,152.97990106165494,None,,Round
,Pink,61.28399813042317,Mild,Fall,Oval
Sunflower,Yellow,150.73692163082947,Mild,Spring,Round
Tulip,Red,46.68539177683845,None,Summer,Elongated
Tulip,Red,43.72100642755687,Mild,,Elongated
Lavender,Purple,43.068845999295654,None,Summer,Elongated
Lotus,Pink,77.95228546508594,Strong,Summer,Round
Tulip,Purple,42.21844093068463,Mild,Spring,Elongated
Tulip,Yellow,42.67066853674458,None,Spring,Elongated
Lavender,Purple,42.83078540532419,Mild,Spring,Elongated
Lavender,Purple,40.08286844185907,Strong,Fall,Elongated
Rose,White,62.77734133761087,Mild,Spring,
Marigold,Yellow,46.102611869659626,Strong,Winter,Star-shaped
Rose,Red,64.0488979433423,Strong,Winter,Oval
Orchid,White,32.45268400834101,None,Summer,Oval
Daisy,White,29.14923961196154,Strong,Summer,Round
Lotus,White,83.87896479524386,None,Summer,Round
Daisy,White,20.11097735062205,Strong,Winter,Round
Tulip,Purple,47.98784171212954,Mild,,Elongated
Rose,White,57.11866819049507,Strong,Spring,Oval
Tulip,,40.06944304347978,Strong,Summer,Elongated
Daisy,Yellow,,None,Spring,Round
Marigold,Yellow,50.91637247226067,Mild,Summer,Star-shaped
Rose,White,62.943332500733895,None,Spring,Oval
Tulip,Purple,,Mild,Winter,Elongated
Daisy,White,23.471796162843823,None,Winter,Round
Lavender,Purple,41.938483581527954,None,Winter,Elongated
Daisy,White,20.032056136906046,Mild,Winter,Round
Tulip,Purple,46.46434808144893,Mild,Summer,Elongated
Marigold,Yellow,50.841982085187915,Strong,Winter,Star-shaped
Rose,White,56.74626494008204,Strong,Spring,Oval
,Purple,44.348366663880235,None,Fall,Elongated
Rose,Pink,,Strong,Summer,Oval
Orchid,Purple,33.79379319681752,None,Summer,Oval
Daisy,White,26.763784425574805,Mild,Summer,Round
Tulip,Yellow,41.94974832191171,Strong,Fall,Elongated
Daisy,White,27.97102979377824,,Spring,Round
Marigold,Orange,,Strong,Fall,
Lavender,,42.354486684053015,None,Fall,Elongated
Rose,Red,58.90088253844237,Mild,Spring,Oval
Marigold,Orange,47.108539245147554,Strong,Winter,Star-shaped
Tulip,Red,40.853436243144756,Mild,Fall,Elongated
Orchid,White,32.919050782094054,None,Fall,Oval
Rose,Pink,61.000412442554044,None,,Oval
Rose,Pink,56.40511961028818,Strong,Fall,Oval
Orchid,Purple,28.647997960801966,Strong,,Oval
Lotus,White,76.30280105015098,None,Fall,Round
Orchid,White,,Mild,Fall,Oval
Lavender,Purple,35.33078474809688,Strong,Summer,Elongated
Lavender,Purple,40.79892163382588,Strong,Fall,Elongated
Lavender,Purple,42.09063363982219,Mild,Fall,Elongated
Orchid,Purple,28.50812822096714,Mild,Fall,Oval
Sunflower,Yellow,145.5838199287236,Strong,Summer,Round
Tulip,Purple,49.958974675601866,Mild,Spring,
Marigold,Yellow,46.00792570999927,Strong,,Star-shaped
Lotus,Pink,80.98686263120956,Strong,Spring,Round
Rose,Pink,,None,Winter,
Rose,Red,,None,Summer,Oval
Sunflower,,152.90867260538596,Strong,,Round
Orchid,White,28.158759442175942,Mild,Summer,Oval
,White,57.501797533093615,None,Spring,Oval
Lotus,Pink,76.68345729566913,None,Spring,Round
Tulip,Purple,46.346235186426874,Strong,Spring,Elongated
Daisy,White,21.591670536302182,Mild,Spring,Round
Lotus,White,84.67685232238252,Strong,Winter,Round
Lotus,White,76.22566761280468,Strong,Spring,Round
Orchid,White,32.75484034017407,Strong,,Oval
,White,30.874956206893415,Mild,Winter,Oval
Rose,Pink,60.71522114750098,None,Summer,Oval
Rose,White,,Mild,Winter,Oval
,White,60.08789524906625,None,Spring,Oval
Daisy,Yellow,21.991446418668907,None,Spring,Round
,Purple,,None,Fall,Oval
Tulip,Red,,None,Spring,Elongated
Orchid,White,27.59438839405745,Mild,Spring,
Marigold,Yellow,51.468149947610016,Mild,Winter,Star-shaped
Marigold,Orange,49.386382219856195,None,Fall,Star-shaped
Rose,Pink,60.65440200944598,Strong,,Oval
Marigold,Yellow,52.1372370076012,None,Summer,Star-shaped
Lavender,,35.60802161620878,Strong,Summer,Elongated
Sunflower,Yellow,147.41598949807948,None,,Round
Daisy,Yellow,24.179600166565237,,Spring,Round
Lavender,Purple,43.73006447512623,Mild,Spring,Elongated
Marigold,Yellow,54.784888849919895,,Summer,Star-shaped
,White,58.802899023460036,Mild,Winter,Oval
Lavender,Purple,36.89447155825636,None,Spring,Elongated
Marigold,Yellow,49.698227956523475,,Spring,Star-shaped
Rose,Pink,59.300758653179805,None,Fall,Oval
Rose,White,61.232085738496814,None,Winter,
Rose,White,60.933340570102985,,Spring,Oval
Rose,White,59.908269344687824,None,Summer,Oval
Marigold,Orange,50.69809939168825,Strong,Fall,Star-shaped
Lotus,White,82.68872821616058,None,,Round
Orchid,,32.54277484375627,Mild,Spring,Oval
Lotus,Pink,76.05183517290716,,Spring,Round
Rose,Pink,62.528555079054804,Strong,Winter,Oval
Tulip,Purple,47.41906149303812,Mild,Fall,Elongated
,Orange,,None,Fall,Star-shaped
Orchid,White,26.26884590830126,Strong,Fall,Oval
Daisy,White,27.70884465510759,Mild,Fall,Round
Orchid,Purple,33.876296110672506,Mild,Winter,Oval
Sunflower,,152.9298154251353,Strong,Summer,Round
Sunflower,Yellow,146.88007469782733,Mild,Summer,Round
Daisy,Yellow,29.029454618529545,Mild,,Round
Lotus,White,81.52840450221582,Strong,Spring,Round
Lavender,Purple,,Mild,Winter,Elongated
Marigold,Yellow,53.686736905153865,,Winter,Star-shaped
Marigold,Orange,49.90054057695841,Strong,Spring,Star-shaped
Lavender,Purple,40.60240689049147,None,Spring,Elongated
Orchid,,25.526134058447873,Strong,Summer,
Orchid,Purple,34.09208700216843,,Summer,Oval
Daisy,White,25.198221384099796,Strong,Spring,Round
Marigold,Yellow,49.81944023583775,None,Fall,Star-shaped
Orchid,White,31.205425222487865,Mild,Spring,Oval
Lavender,Purple,43.12608141526308,Mild,Summer,Elongated
Sunflower,Yellow,151.90081617894492,Strong,Fall,Round
Daisy,White,23.911187755392493,None,,Round
,White,31.046432958486122,None,Fall,Oval
Tulip,Red,45.06978734852313,None,Spring,Elongated
Lavender,Purple,37.252202755093855,None,Winter,Elongated
Rose,White,59.73350380032349,Strong,Fall,Oval
Tulip,Purple,47.266475762339915,,Winter,Elongated
Marigold,Yellow,52.12664358424709,Strong,Winter,Star-shaped
Orchid,Purple,27.298680059614284,None,Summer,Oval
Orchid,White,25.209534169157912,Mild,Winter,Oval
Daisy,White,25.469648720995018,Strong,Winter,Round
Rose,White,55.71416791592992,,Fall,Oval
Rose,Red,57.679641140776454,Strong,Spring,Oval
Sunflower,Yellow,150.77664237299396,Strong,Spring,Round
Marigold,Orange,54.28326901701159,None,Fall,Star-shaped
Tulip,Red,49.0132152686993,Strong,Spring,
Tulip,Purple,40.55210937149826,None,Fall,Elongated
Lavender,Purple,35.19246531744505,Strong,Winter,Elongated
Tulip,Red,40.6676015013965,None,Fall,Elongated
Daisy,White,27.18137025162971,Strong,Spring,Round
Marigold,Orange,53.00888091300046,Strong,Summer,Star-shaped
Lotus,Pink,84.67354119835161,,Spring,Round
,White,25.469056695518383,None,Winter,Oval
Sunflower,Yellow,147.93706255801862,None,Summer,Round
Tulip,Yellow,49.886100564214225,None,Spring,
Tulip,Yellow,46.78256918470777,None,Winter,Elongated
Lavender,Purple,,None,Winter,Elongated
Daisy,Yellow,25.58983719502338,Mild,Summer,Round
Tulip,Red,47.4471933663035,Mild,Fall,Elongated
Lavender,Purple,40.67987210336831,,Fall,
Marigold,Yellow,52.440629395870715,None,Spring,Star-shaped
Sunflower,Yellow,152.09206477381363,Strong,Spring,Round
Sunflower,Yellow,150.16488352147164,Strong,,Round
Rose,Red,61.89111832667324,Strong,Winter,Oval
Rose,Pink,63.62157536194656,Strong,Fall,Oval
Lavender,Purple,35.798833811285796,Mild,Fall,Elongated
Rose,White,63.24082136258592,Mild,Summer,Oval
Lavender,Purple,44.526811797827044,None,Spring,Elongated
Orchid,White,33.30654138659419,,Fall,Oval
Sunflower,Yellow,147.63414633754232,Strong,Spring,Round
Lavender,Purple,40.014092149644846,Strong,Summer,Elongated
Marigold,Yellow,,Strong,Winter,Star-shaped
Lotus,Pink,80.66987045546854,None,Summer,Round
,Purple,41.511200279371764,Mild,Fall,Elongated
Lotus,Pink,,Strong,,Round
Orchid,Purple,28.90890336788624,None,Summer,Oval
Daisy,Yellow,20.73541024582592,Strong,,Round
Lavender,Purple,,Mild,Winter,Elongated
Rose,White,62.39918076461629,Mild,Fall,Oval
Daisy,Yellow,23.8808977605921,,Fall,Round
Lotus,White,,Mild,Spring,Round
Daisy,White,21.007649295203127,None,Winter,Round
,Pink,60.337171059065575,None,Fall,Oval
Sunflower,Yellow,149.48030683450818,Mild,Fall,Round
,Purple,39.98235847743623,None,Spring,Elongated
Orchid,White,34.0063311204253,Strong,Summer,Oval
Orchid,White,33.78415520459132,,Winter,Oval
Lotus,White,76.05448847755692,Mild,Winter,Round
Lotus,Pink,,Mild,Winter,Round
Lavender,Purple,35.87998691301749,Strong,Winter,Elongated
Lavender,Purple,,Strong,Winter,Elongated
Tulip,Red,43.37580733762425,Mild,Winter,Elongated
Sunflower,Yellow,151.55754053846647,Strong,Summer,Round
Orchid,White,,None,Summer,Oval
Rose,Pink,63.16490159553078,None,Fall,Oval
Daisy,White,22.43650691090369,None,Spring,Round
Tulip,Purple,40.737960938395446,Mild,Summer,Elongated
Daisy,Yellow,20.449558587264196,None,Summer,Round
,Purple,31.420555433349605,Strong,Winter,Oval
Rose,White,62.89052381009529,Mild,Spring,Oval
Tulip,,45.14473661945506,Mild,,Elongated
Lavender,Purple,42.16796773388468,Mild,Summer,Elongated
Lavender,Purple,42.748740239237975,Mild,Spring,Elongated
Sunflower,Yellow,148.19356211092273,Mild,Summer,Round
Sunflower,Yellow,149.26385699293104,Strong,Spring,Round
Sunflower,Yellow,151.26233106449473,Strong,,Round
Lotus,White,77.6984125858475,Mild,Spring,Round
Sunflower,Yellow,152.15674140777955,None,Summer,Round
Tulip,Yellow,49.47702562365201,Mild,,Elongated
Rose,Red,63.606770814123635,None,Fall,Oval
Sunflower,Yellow,146.56063761905932,Mild,Fall,Round
Rose,Pink,60.69345582404151,Mild,Spring,
Orchid,White,26.459859725334837,None,Fall,Oval
Rose,Pink,57.53830101671198,Strong,Winter,Oval
Sunflower,Yellow,152.2935636965231,Mild,Summer,Round
Rose,Pink,,None,Spring,Oval
Lavender,Purple,41.63645488430634,Mild,,Elongated
Daisy,White,20.030522746748993,None,Winter,Round
Tulip,,48.064804219393714,Mild,Winter,Elongated
Daisy,Yellow,21.171659985569697,,Fall,Round
Daisy,White,,Strong,Summer,Round
Rose,Pink,55.92331944385883,None,Fall,Oval
Daisy,White,20.63358781652949,Mild,Winter,Round
Lavender,Purple,43.128371557451885,Strong,Fall,Elongated
Lotus,White,,Strong,Spring,Round
Sunflower,Yellow,153.92590519558578,Strong,Fall,Round
Lotus,White,81.29219352491666,Strong,Summer,Round
Lotus,White,81.22603464677968,Strong,Winter,Round
Orchid,White,29.961398299653894,Mild,Spring,Oval
Sunflower,Yellow,152.54316719054333,Mild,Fall,Round
Sunflower,Yellow,152.6702395252292,Strong,Fall,Round
Daisy,White,21.761700938271478,None,Winter,Round
Lavender,Purple,35.64657185387835,None,Fall,Elongated
Lotus,Pink,79.46500856543611,Mild,Summer,Round
Rose,Red,56.6211425175623,Strong,Fall,Oval
Lotus,Pink,79.84726055211809,Mild,Winter,
Lavender,Purple,38.504331341877496,Strong,Fall,Elongated
Lavender,Purple,35.01332477430777,,Summer,Elongated
Tulip,Purple,42.921468785604645,Mild,Summer,Elongated
Lotus,Pink,78.45294968930473,Mild,Spring,Round
Rose,Pink,60.203766715055906,None,Fall,Oval
Marigold,Yellow,46.349214266204896,Mild,Summer,Star-shaped
Tulip,Purple,44.843676559579634,Strong,Spring,Elongated
Tulip,Yellow,47.89009258438341,Mild,Winter,Elongated
Marigold,Orange,50.67280770784794,None,Winter,Star-shaped
Marigold,Yellow,46.47386491831381,None,Fall,Star-shaped
Lotus,White,82.93186193641559,None,Fall,Round
Marigold,Yellow,52.610497226237996,Strong,Winter,Star-shaped
,White,76.40987302592087,,Spring,Round
Orchid,Purple,30.280911850750527,None,Summer,Oval
Lavender,Purple,41.080675089432006,None,Winter,Elongated
Tulip,Purple,44.048822614564656,Strong,Summer,Elongated
Orchid,Purple,33.63012896836319,None,Winter,Oval
Daisy,White,20.889185576701998,Strong,Winter,Round
Marigold,Yellow,53.68592321347104,Strong,Fall,Star-shaped
Lavender,Purple,36.775120100684745,None,Fall,Elongated
Daisy,White,21.127877703661483,None,Summer,Round
Marigold,Orange,46.3590442323833,Mild,Fall,Star-shaped
Rose,Red,56.16059291372328,Strong,Spring,
Tulip,Purple,43.02680772719364,Mild,Winter,Elongated
Lotus,White,79.84467920626712,,Winter,Round
Marigold,Orange,47.137901521823,Mild,Spring,Star-shaped
Daisy,Yellow,20.49423385369449,Strong,Winter,Round
Lavender,Purple,35.06735775731182,Mild,Winter,Elongated
Orchid,White,26.207731699147818,None,Summer,Oval
Lotus,Pink,77.41359888463214,Mild,Spring,Round
Lotus,White,80.35507864698602,None,Summer,Round
Sunflower,Yellow,149.25125102644597,Mild,Spring,Round
Sunflower,Yellow,148.5561261450559,,Winter,Round
Daisy,Yellow,22.541991453885352,,Spring,
Tulip,Yellow,40.30629653395243,Strong,Summer,Elongated
Marigold,Yellow,50.81811602197422,Mild,Winter,Star-shaped
Lavender,Purple,42.44162453317179,None,Summer,Elongated
Orchid,White,34.48834634699884,Strong,Summer,Oval
Daisy,White,27.672953458709834,Strong,Spring,Round
Lavender,,40.11454415308076,Strong,Fall,Elongated
Daisy,Yellow,27.389062084604333,None,Winter,Round
Lotus,White,81.07901448275399,Strong,Summer,Round
Orchid,Purple,27.906747008011727,Strong,Summer,Oval
Sunflower,Yellow,145.63772938180384,None,Summer,Round
Lavender,Purple,38.88201051370995,None,Fall,Elongated
Lavender,Purple,37.957244505720965,Strong,Spring,Elongated
Lavender,Purple,36.23157591977559,None,Summer,Elongated
Tulip,Purple,40.98078053482943,Strong,Spring,Elongated
Lotus,,84.35684012443049,Mild,Winter,Round
Daisy,Yellow,23.98500104509347,Mild,Fall,Round
Orchid,Purple,26.605479547421687,Mild,,Oval
Rose,Pink,62.79849400495552,None,Fall,Oval
Marigold,Orange,50.24210167979588,Strong,Spring,
Rose,Pink,56.47002190020321,,Summer,Oval
,Purple,35.67680206362592,Strong,Fall,Elongated
Lotus,White,76.69466940875346,Strong,Summer,Round
Marigold,Orange,51.19187179348981,Strong,Winter,
Rose,White,61.222234303051785,Mild,Fall,Oval
Daisy,Yellow,23.505300658648746,None,Spring,Round
Tulip,Red,46.51950629385093,None,Spring,Elongated
Orchid,White,33.28254327615687,None,Spring,Oval
Lavender,Purple,40.56029159787582,Strong,Fall,Elongated
Orchid,White,34.4330733749468,None,,Oval
,Yellow,154.19067200623388,None,Summer,Round
Tulip,Purple,43.49128083173081,None,Fall,Elongated
Marigold,Yellow,48.43230129897303,,Spring,Star-shaped
Sunflower,Yellow,146.6013846504427,Mild,Summer,Round
,Pink,60.62428350076134,None,Summer,Oval
Marigold,Yellow,48.88081373499339,Strong,Summer,Star-shaped
Rose,Pink,55.72222704943287,None,Spring,Oval
Lotus,White,81.82176656065677,Strong,Winter,
Daisy,White,25.460359073388577,Strong,Fall,Round
Rose,Pink,61.70044760204432,,Summer,Oval
Rose,White,59.78261170031961,Mild,Summer,Oval
Orchid,Purple,27.767441056430002,None,Spring,Oval
Lavender,Purple,,Strong,Summer,Elongated
Lavender,Purple,37.36552054215926,Mild,Winter,Elongated
Lavender,Purple,43.31815991722928,None,Winter,Elongated
Lotus,,81.55208122209598,,Summer,Round
Lotus,White,77.09473323098742,Strong,Summer,Round
Marigold,Orange,50.86934752077398,Strong,Spring,Star-shaped
Marigold,Yellow,46.15824557662579,Strong,Spring,Star-shaped
Lotus,Pink,84.7653346140072,Strong,Fall,Round
Lotus,White,78.12790993031902,None,Winter,Round
Daisy,White,29.340472838147157,None,Fall,Round
